title,price,bedrooms,bathrooms,square_feet,address,latitude,longitude,description,search_name,search_zip,url
"Heated Swimming Pool plus Spa, Virtual Entryway Intercom System (Glendale)","2,525",1,1,663,"3909 San Fernando Rd, Glendale, CA 91204",34.146707,-118.271808,"QR Code Link to This Post
This is a 1 Bedroom, 1 Bath, Approximately 663 Sq. Ft.
Visit This Website to See More:
https://amc.touraptnow.com/6sjw49
Call Now -
show contact info
x 189
OR Text
189
to
show contact info
to chat!
Welcome Home to hue39 Apartments!
Community Info:
One visit to our community will help you find the perfect combination of a great apartment home and a lively place to be. Our residences are move-in ready with central heat and AC, window coverings over large windows, and a beautiful décor scheme. The community boasts many great features, including outdoor rec areas and poolside lounger chairs all in a neighborhood offering easy access to many dining, entertainment, and cultural experiences. Simply put, the best apartment living is found here.
Get the most out of life by making your home at hue39 apartments in Glendale, CA. A home and community to love surrounded by a neighborhood with everything you want is right here. Schedule a tour now.
Features:
‣  In Unit Washer and Dryer
‣  Modern and Sleek Interiors
‣  Central AC & Heating with Nest Controlled Thermostat
‣  High Ceilings
‣  Ceiling Fan
‣  Extra Storage
‣  Balcony and Patios
‣  Stainless Steel Appliance Package includes Refrigerator, Gas Range Stove, Dishwasher, and Built in Microwave
Community Amenities:
‣  Outdoor Billiards Table & Ping Pong Table
‣  Bike Storage Area
‣  Assigned Parking
‣  Resident Lounge Area
‣  Pet Park with Wash Station
‣  Virtual Entryway Intercom System
‣  Keyless Entryway
‣  Controlled Gated Community
‣  Package Lockers
‣  Two Story State of the Art Fitness Center
‣  Heated Swimming Pool plus Spa
Pet Policy:
Pet Limit - 2
Breed restrictions apply.
Monthly Pet Rent: $50 per pet
$300 Pet Deposit per pet
Income Requirements:
2 x the amount of rent.
*Essential Housing Program, Income Restrictions Apply to Select Units
Office Hours:
Monday-Friday: 8:00AM-5:00PM
Saturday: 9:00AM-6:00PM
Hue39
3909 San Fernando Rd, Glendale, CA, 91204
Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity
n5fP1Kdh",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/glendale-heated-swimming-pool-plus-spa/7844974412.html
Single apartment (San Fernando valley) (Arleta),"1,650",0,1,,"9460 Laurel canyon blvd, Pacoima, CA 91331",34.240946,-118.413161,"QR Code Link to This Post
New paint, new flooring, single apartment for Rent in the Arleta city, parking. Space, Pool,Laundry facilities,Gated building.call for more information at
show contact info
Guadalupe",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/pacoima-single-apartment-san-fernando/7844965459.html
"Modern and Sleek Interiors, Pet Park with Wash Station (Glendale)","2,495",1,1,674,"3909 San Fernando Rd, Glendale, CA 91204",34.161506,-118.282409,"QR Code Link to This Post
Hue39
3909 San Fernando Rd, Glendale, CA, 91204
Call Now -
show contact info
x 187
OR Text
187
to
show contact info
to contact our team.
Use this link for more information:
https://amc.touraptnow.com/l33oo1
Welcome Home to hue39 Apartments!
1 bedroom | 1 bath | 674 square feet
Features
✓  Central AC & Heating with Nest Controlled Thermostat
✓  Balcony and Patios
✓  Modern and Sleek Interiors
✓  Stainless Steel Appliance Package includes Refrigerator, Gas Range Stove, Dishwasher, and Built in Microwave
✓  Extra Storage
✓  High Ceilings
✓  In Unit Washer and Dryer
✓  Ceiling Fan
Community Features
✓  Keyless Entryway
✓  Controlled Gated Community
✓  Assigned Parking
✓  Pet Park with Wash Station
✓  Two Story State of the Art Fitness Center
✓  Package Lockers
✓  Bike Storage Area
✓  Resident Lounge Area
✓  Virtual Entryway Intercom System
✓  Heated Swimming Pool plus Spa
✓  Outdoor Billiards Table & Ping Pong Table
Community Info
One visit to our community will help you find the perfect combination of a great apartment home and a lively place to be. Our residences are move-in ready with central heat and AC, window coverings over large windows, and a beautiful décor scheme. The community boasts many great features, including outdoor rec areas and poolside lounger chairs all in a neighborhood offering easy access to many dining, entertainment, and cultural experiences. Simply put, the best apartment living is found here.
Get the most out of life by making your home at hue39 apartments in Glendale, CA. A home and community to love surrounded by a neighborhood with everything you want is right here. Schedule a tour now.
Pet Policy
Pet Limit - 2
Breed restrictions apply.
Monthly Pet Rent: $50 per pet
$300 Pet Deposit per pet
Income Requirements
2 x the amount of rent.
*Essential Housing Program, Income Restrictions Apply to Select Units
Office Hours
Monday-Friday: 8:00AM-5:00PM
Saturday: 9:00AM-6:00PM
Prices are subject to change, based on availability and qualification of the applicant, additional fees may apply.
AMC-CA, Inc. dba Apartment Management Consultants-BRE #01525033
Apartment Management Consultants, Broker License # 01525033
Equal Housing Opportunity
IduQI7HP08Br",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/north-hills-modern-and-sleek-interiors/7844889594.html
SPACE EI - 220'  EXTERIOR SPACE (Los Angeles),400,,,220,"2640 N San Fernando Rd, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
DESCRIPTION: 20' X 8'
PRICE: $400.00/month
EI (END UNIT) $400.00
OTHER UNIT AVAILABLE:
EL: $400.00
EM: $400.00
NOTES:
UNIT DOES NOT HAVE ACCESS TO POWER OR WATER - GENERATORS ALLOWED
NO TRASH
Minimum 1-year lease
Security Deposit required
A TENANT SCREENING TEST is required
All spaces are WORK ONLY, NOT LIVE-WORK
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Do NOT contact me with unsolicited services or offers",san fernando,,https://losangeles.craigslist.org/lac/prk/d/los-angeles-space-ei-exterior-space/7844879800.html
E22A - 8' x 16' Exterior Storage Space (Los Angeles),700,,,180,"2640 N San Fernando Rd, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
SPACE: E22A
DESCRIPTION: THIS IS A 180' SPOT.  THIS SPACE HAS A SHIPPING CONTAINER INCLUDED. [14-foot storage container long, 8-foot wide, 8-foot height , fully insulated, roll-up door]
PRICE: $700.00
NOTES
UNIT DOES NOT HAVE ACCESS TO POWER OR WATER - GENERATORS ALLOWED
24/7 Access
Price includes common and janitorial Fees [for shared bathroom and industrial work sink]
NO TRASH
One year lease
Security Deposit
All spaces are WORK ONLY, NOT LIVE-WORK
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screenwriting mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/prk/d/los-angeles-e22a-x-16-exterior-storage/7844879572.html
24/7 GATED ACCESS - 22' L x 9' Exterior Storage / Parking (Los Angeles),350,,,200,"2640 N San Fernando Rd, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
SPACE: EN
[NOTE: 3 SPACES AVAILABLE: EL, EM]
DESCRIPTION: 22' L x 9' W EACH SPOT
PRICE: $350.00/MO
NOTES
Included: Common and Janitorial Fees [for shared bathroom and industrial work sink]
NOT included: water, power, or trash. GENERATORS ALLOWED.
TERMS
1-year lease
Security Deposit
All spaces are WORK ONLY, NOT LIVE-WORK
ZONING: M1
24/7 Access
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screenwriting mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/prk/d/los-angeles-24-gated-access-22-x/7844879713.html
STUDIO H - 250'+250' WITH ROLLUP CERAMIC ART WELCOME (Los Angeles),"1,700",,,500,"2640 N San Fernando Rd, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
STUDIO: H
DESCRIPTION
250' studio interior + 250’ exterior WITH ROLLUP on the ground floor.
PRICE: 1700.00
Double occupancy is 100.00 more per month
PRICE INCLUDES
Parking, Janitorial, Trash, Common Area, Water / Basic Power [Note: Power in this unit is metered and will be adjusted to accurately reflect usage]
TERMS
1-year lease
Security Deposit
FEATURES
- 11' ceilings
- 220/240 and 3-phase 480 capable
TERMS
1-year lease
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
The restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassell Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Key words: weld, welding welded,r blacksmith,h blacksmithing, carpentry carpente,r architect,t architecture, performance,e performing, office space,e sculpture, sculpto,r sculpting,g fine ar,t studio,o writer, writing,g cartoon, animation, screen writer, screen writing mechanics, robotic,s wood burning,g cnc, M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-studio-with-rollup-ceramic/7844879417.html
STUDIO 10 - Industrial 1000' $1625.00 (LOS ANGELES) (Los Angeles),"1,625",,,1000,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
STUDIO: 10 INTRODUCTORY RATE! FOR 6 MONTHS ONLY
DESCRIPTION
1000' studio on the first floor of the 2626-2640 building.
PRICE 1625.00 [SINGLE OCCUPANCY] / + 150.00/additional occupancy
DESCRIPTION: An industrial work studio at Los Angeles Industrial Arts Compound, a community of artists on 1.5 gated acres.
BUILDOUT
8' chainlink with corrugated steel privacy and drywall. The ceiling height is 17' with 15.5' clearance.
PRICE INCLUDES
- Parking
- Trash
- Janitorial
- Alarm
- Basic utilities
- Common area charges
- Mail sorting
FEATURES
- 17' ceilings [15.5' clearance]
- Concrete floor
- 1 standard parking space
-110 and 1 phase 240 in the unit
- Gated outside area with water and power access
-Gated property
- Access to communal restrooms, work sink & private mailbox.
TERMS:
1-year lease
Security Deposit
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screen writing mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-studio-10-industrial-los/7844879274.html
STUDIO 2 - 2000' INDUSTRIAL STUDIO (Los Angeles),"3,450",,,2000,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
STUDIO: 2 INTRODUCTORY RATE! FOR 6 MONTHS ONLY
$3450.00 per month
DESCRIPTION
Private, lockable 2000’ Indoor studio with ROLLUP [NOTE: Square footage is 1000' interior, 1000' exterior] with a private rollup door separating the two. The exterior area is gated on 3 of 4 sides.
DETAILS:
$3000.00 (single occupancy). Additional $150/month/person.
PRICE INCLUDES
Parking, Janitorial, Trash, Common Area, Water / Basic Power
TERMS
1-year lease
Security Deposit
FEATURES
- CONCRETE FLOORS
- NEW BATHROOMS [Common area]
- OVERSIZED STAINLESS WORK SINK [Common area]
-17' CEILINGS
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screen writing mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-studio-industrial-studio/7844879083.html
STUDIO 1 - 900'+900' INDUSTRIAL WITH ROLLUP (Los Angeles),"3,296",,,1800,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
DESCRIPTION
900' studio interior + 900’ exterior WITH ROLLUP on the ground floor.
PRICE: 3296.00(single occupancy) + 250 per additional occupancy
PRICE INCLUDES
Parking, Janitorial, Trash, Common Area, Water / Basic Power
TERMS
1-year lease
Security Deposit
FEATURES
- 11' ceilings
- 220/240 and 3 phase 480 capable
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screenwriting mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-studio-industrial-with/7844878964.html
B13 - NEW STUDIO - FINE ART OR INDUSTRIAL (Los Angeles),"1,350",,,351,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
STUDIO: MAIN BRICK BUILDING
DESCRIPTION
New construction for a 351' studio on the ground floor of the 2640 building. The common area features a Glass Ceiling, Rollup Door, Oversized Glass Entry, and dedicated parking.
PRICE INCLUDES
Parking, Janitorial, Trash, Alarm, Common Area, Water / Basic Power
TERMS
1-year lease
Security Deposit
FEATURES
- 20' ceilings [14' clearance]
- Concrete floor
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
*CREDIT CHECK REQUIRED
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screenwriting mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-b13-new-studio-fine-art-or/7844878737.html
B12 - NEW STUDIO - FINE ART OR INDUSTRIAL (Los Angeles),"1,387",,,310,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
Los Angeles Industrial Arts Compound
STUDIO: MAIN BRICK BUILDING
DESCRIPTION
New construction for a 310' studio on the ground floor of the 2640 building. The common area features a Glass Ceiling, Rollup Door, Oversized Glass Entry, and dedicated parking.
PRICE INCLUDES
Parking, Janitorial, Trash, Alarm, Common Area, Water / Basic Power
TERMS
1-year lease
Security Deposit
FEATURES
- 20' ceilings [14' clearance]
- Concrete floor
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screen writing mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-b12-new-studio-fine-art-or/7844878581.html
STUDIO B3 - 700' INDUSTRIAL - NEW BUILD OUT (Los Angeles),"2,005",,,700,"2640 N San Fernando Road, Los Angeles, CA 90065",34.108717,-118.241993,"QR Code Link to This Post
INTRODUCTORY RATE! FOR 6 MONTHS ONLY
STUDIO: B3
DESCRIPTION
Private, lockable 700’ Indoor studio with access to a SHARED rollup door of the common aisle for loading and unloading items from the building.
DETAILS:
- NEW BUILD-OUT WITH OLD BRICK AND DRYWALL
- 20' SAW TOOTH GLASS CEILINGS
- 10' WALLS
- 7' WIDE DOUBLE STUDIO DOORS
- HVAC INSIDE ENCLOSED OFFICE SPACE [NOT OUTSIDE IN LARGER WORK AREA]
INTRODUCTORY RATE! FOR 6 MONTHS ONLY
PRICE: 2005 (single occupancy) + 100.00 (double occupancy - includes second parking pass)
PRICE INCLUDES
Parking, Janitorial, Trash, Common Area, Water / Basic Power
TERMS
1-year lease
Security Deposit
FEATURES
- 220/240 and 3-phase 480 capable
-  12' ROLLUP DOOR ACCESS
- CONCRETE FLOORS
- NEW BATHROOMS [Common area]
- OVERSIZED STAINLESS WORK SINK [Common area]
NOTES
All studios are WORK ONLY, NOT LIVE-WORK
Restroom is shared
ZONING: M1
View Other Studios:
http://www.artcompoundla.com/LAIAC/STUDIOS/STUDIOS.html
Near: Echo Park, Silverlake, Atwater Village, Los Feliz, Glassel Park, Glendale, Eagle Rock, Highland Park, Frog Town, LA RIVER
Keywords: weld welding welder blacksmith blacksmithing carpentry carpenter architect architecture performance performing office space sculpture sculptor sculpting fine are studio writer writing cartoon animation screenwriter screenwriting mechanics robotics wood burning cnc M1 zoned",san fernando,,https://losangeles.craigslist.org/lac/off/d/los-angeles-studio-industrial-new-build/7844878400.html
"7' x 15'  x 9' Tall,  Storage Unit for Rent, 2nd Month $1!!! (Pacoima)",210,,,105,"10061 San Fernando Rd, Pacoima, CA 91331",34.252927,-118.408240,"QR Code Link to This Post
1. 105 sq ft 7' x 15'  x 9' Tall for $210, 2nd Month $1!!!
Storage Units for Rent, Family owned and Operated Business since 1984, call
show contact info
, Personal Storage",san fernando,,https://losangeles.craigslist.org/sfv/prk/d/pacoima-x-15-9-tall-storage-unit-for/7844864450.html
LAND INDUSTRIAL FOR LEASE  M1 ZONE IN SAN FERNANDO VALLEY -=========== (SAN FERNANDO VALLEY),,,,26000,,34.019500,-118.491200,"QR Code Link to This Post
LAND INDUSTRIAL  FOR LEASE 26,000 SQ FT M1 ZONE AVAILABLE ,  IN SAN FERNANDO VALLEY  IDEAL FOR ELECTRIC VEHICULE COMMERCIAL -INDUSTRIAL STATION & CNG TOGETHER  , CONCREATE PAVED 6 to 8 inches= BRAND NEW 3 PHASE ELECTRICAL, SERVICE  800 AMPS POWER CAN BE RAISED TO 4000 AMPS WITH SOME UPGRADING  , SERVICE INSPECTED AND APPROVED BY CITY  INSPECTOR ,GAS= ELECTRIC, 1500 SQ FT OFFICES , WITH 7 OFFICES= 2 DISPATCHER OFFICES =SHOWER ROOM =LANDRY ROOM , TELEFONE ROOM , CENTRAL AIR CONDITION ,,3 HUGE  GARAGES  3000 SQ FT=20 FEET HI ,  WITH 4-5 TOILETS  , VERY SAFE AND QUAIET AREA, NEXT  TO  MAIN FED EX HEDQUATERS = CHAMPION CRANE , COSTCO , = FWY 5 , 405 ,  110 , 14 , 118 ,BEST DEAL IN SAN FERNADO VALLEY  IDEAL FOR  ELECTRIC VEHICULES  INDUSTRIAL CHARGING  STATION FOR TRUCKS AMAZON-FED EX  , ,, MANUFACTURING=CONTRACTORS USE ,AMBULANCE EMERGENCY SERVICE= MOVIE SERVICE ,LUMBER YARD, REDY FOR 24 HOURS FULL SERVICE  , AND =FREE NIGHT LIGHTING FOR SECURITY, NO CHARGE ,FREE ELECTRIC BILL ,  COMES WITH 3 TO 30 LED COMERCIAL  1000 watts  BRAND NEW LED ,LIGHTING  BRAND NEW LATEST COMMERCIAL  LIGHTING SYSTEM AVAILABLE ,=ETC                                                  , I AM PRIVATE PARTY 818-612-2368",san fernando,,https://losangeles.craigslist.org/wst/off/d/santa-monica-land-industrial-for-lease/7844739371.html
"10,300 sf Warehouse on 17,000 sf property (Sun Valley)","12,900",,,17000,"Lankershim Blvd., Sun Valley, CA 91352",34.233703,-118.387714,"QR Code Link to This Post
Stand alone 10,300 sf building with offices. Great Location. Blocks from 5 freeway.
Rent is $12,900 per month NNN - zero landlord responsibilities.
Call or email for details.",san fernando,,https://losangeles.craigslist.org/sfv/reo/d/sun-valley-sf-warehouse-on-sf-property/7844628752.html
Need a place for a night or two ? Contact me (F) only (San Fernando),,,,,,34.287500,-118.435200,"QR Code Link to This Post
Hi I’m Jesse 28yo
If any (F) needs a place for a night or two plz contact me. Laundry inside, parking inside 4 2 0 friendly.
And free ofc !",san fernando,,https://losangeles.craigslist.org/sfv/sub/d/san-fernando-need-place-for-night-or/7844485271.html
1 Bed/1Bath apartment for rent (Burbank),"1,950",1,1,600,"San Fernando BLVD, Burbank, CA 91502",34.150149,-118.269487,"QR Code Link to This Post
We have a bright and lovely 1-bedroom 1 bath apartment renting for $1950. This apartment is on the second floor, new warm hardwood flooring and fresh paint. Great location. Close to downtown, IKEA, Park, Restaurants, John Muir high school, markets. Elmwood Apartment Home is just minutes away from Disney Studio. Warner Brother, Burbank airport and public transportation and easy access to 101 and 5 freeway.
*Available on the 15th
*Location: 224 E Elmwood Ave.Burbank, CA 91502
*Approximately 600 SQFT
*1 Year lease, month to month after
*$1950 a month and $1950 deposit move in
*45.00 cash background check each (not refundable)
* Credit score 650 above.
""Income""
*Must have verifiable household income that is at least $ 5000 per month, must provide paystubs with show year- to-day amount
Amenities:
*Our buildings have been earthquake safety fitted'
*Air conditioner furnished
*Ceiling fan
*Water, trash Paid/Yard care paid
*Gas stove furnished
*Garbage disposal
*No smoking/drugs",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/glendale-bed-1bath-apartment-for-rent/7843881204.html
1 Bed/1Bath apartment for rent (Burbank),"1,950",1,1,600,"San Fernando BLVD, Burbank, CA 91502",34.150149,-118.269487,"QR Code Link to This Post
Bright and lovely 1-bed/1 bath apartment renting for $1950. This apartment is on the second floor, new warm hardwood flooring and fresh paint. Great location. Close to downtown, IKEA, Park, Restaurants, John Muir high school, markets. Elmwood Apartment Home is just minutes away from Disney Studio. Warner Brother, Burbank airport and public transportation and easy access to 101 and 5 freeway.
*Available on the 15th
*Location: 224 E Elmwood Ave.Burbank, CA 91502
*Approximately 600 SQFT
*1 Year lease, month to month after
*$1950 a month and $1950 deposit move in
*45.00 cash background check each (not refundable)
* Credit score 650 above.
""Income""
*Must have verifiable household income that is at least $ 5000 per month, must provide paystubs with show year- to-day amount
Amenities:
*Our buildings have been earthquake safety fitted'
*Air conditioner furnished
*Ceiling fan
*Water, trash Paid/Yard care paid
*Gas stove furnished
*Garbage disposal
*No smoking/drugs",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/glendale-bed-1bath-apartment-for-rent/7844370778.html
✨Creative Fine Art Studios✨ (Glendale),450,,,150,"926 Western Ave., Glendale, CA 91201",34.168086,-118.292241,"QR Code Link to This Post
✨Professional Fine Artist Workspace Available✨
Cope Studios is a 13,000 sq. ft. professional fine artist studio that hosts artists in a wide variety of disciplines including painters, sculptors, graphic designers, animators, illustrators, puppeteers, costumers, photographers, toy designers & writers ranging from semi-pro to full-time professional working artists. We offer creative workspaces (not office spaces)  in varying sizes with differing amenities within the three sections of the studio (Upstairs, Downstairs & Warehouse). We are accepting of all walks of life and we expect all our artists to receive each other with generous hearts & professional courtesy. There is a mix of fully enclosed spaces, open-air spaces, and open-air warehouse spaces. All studios are private with locking doors (unless specified) & 24/7 access. Please note we are not a live/work studio and proof of residency is required.
https://www.copestudios.com/
Cope Studios Policy requires resident artists to provide proof of their completed Covid-19 Vaccination from Pfizer, Johnson & Johnson, or Moderna prior to move-in. No Exceptions.This measure is being implemented to insure the future of the studio post-pandemic so we can continue to serve the creatives of this community for years to come. We thank you ahead of time for handling this respectfully & professionally.
Starting June 1st, 2022, masks are optional for resident artists (who all have given their proof of vaccination).
***BEFORE APPLYING PLEASE REVIEW the following list of materials and mediums we CANNOT accommodate: Resin, 3D printers, industrial sewing machines, CNC machines, laser cutters, woodworking, tattoo artistry, music, glass-blowing, welding, beauty services, candle makers, florists.
If a studio space looks promising for you please complete an application on our website (www.copestudios.com). All interested artists must complete an application and attend a follow-up Zoom interview prior to an on-site tour.
If the space you need isn't available, no problem! We have a waiting list you can be added to upon request. We will contact you as soon as something fitting your specifications becomes available.
Studios Available:
Studio W9 - $450/Mo / Approx 10'x15'
Warehouse Open Air Studio
Available 5/1/2025
(Exact unit not pictured but available to view on tour)
Studio W12 - $475/Mo / Approx 9' x 15'
Warehouse Open Air Studio w/ Large Windows
Available 5/16/2025
(Exact unit not pictured but available to view on tour)
*Please check in on our website www.copestudios.com for updated availability and pictures of available units.
Each studio has varying amenities but many include the following:
Large Windows with NW facing sunlight and plenty of artificial light with natural light bulbs
24/7 Studio Access (No Live/Work)
On-Site Parking: 16 spaces (first come first serve) + street parking
Private Locking Studios (unless otherwise specified)
Keyless front door Entry - Private Digital Door Locks to the building - Not open to the public
6 Shared Bathrooms
Basic Utilities Included (additional cost may apply for pre-approved appliances/machines etc)
WiFi: Basic Internet is included but not guaranteed (No massive uploads or Live Streaming)
Vaulted ceilings (10ft- 20 ft)
A/C in Upstairs & Downstairs sections (Not in warehouse & please note we keep the space comfortable cool - fans are recommended)
Safe Neighborhood
Professional Creative Atmosphere
Close to downtown Burbank, Home Depot & good eateries
1st & 2nd floor (Note:No elevator but we have a large wide stairwell)
Easy fwy access Directly off the 5 FWY at the Western (East) Exit & 134 FWY
Fire Safe building fully equipped sprinkler system, hoses & fire extinguishers
6 Month Lease, then goes Month to Month thereafter (Unless specified otherwise)
Basic Security Deposit Required (Equal to one month's rent)
Cope Studios LLC
926 Western Ave.
Glendale, CA 91201
(818) 913-7187 (Ari - Studio Manager Cell)
Available between 10 AM-7 PM",san fernando,,https://losangeles.craigslist.org/sfv/off/d/glendale-creative-fine-art-studios/7844389085.html
1 Bed/1Bath apartment for rent (Burbank),"1,950",1,1,600,"San Fernando BLVD, Burbank, CA 91502",34.182194,-118.310778,"QR Code Link to This Post
We have a bright and lovely 1-bedroom 1 bath apartment renting for $1950. This apartment is on the second floor, new warm hardwood flooring and fresh paint. Great location. Close to downtown, IKEA, Park, Restaurants, John Muir high school, markets. Elmwood Apartment Home is just minutes away from Disney Studio. Warner Brother, Burbank airport and public transportation and easy access to 101 and 5 freeway.
*Available on the 15th
*Location: 224 E Elmwood Ave.Burbank, CA 91502
*Approximately 600 SQFT
*1 Year lease, month to month after
*$1950 a month and $1950 deposit move in
*45.00 cash background check each (not refundable)
* Credit score 650 above.
""Income""
*Must have verifiable household income that is at least $ 5000 per month, must provide paystubs with show year- to-day amount
Amenities:
*Our buildings have been earthquake safety fitted'
*Air conditioner furnished
*Ceiling fan
*Water, trash Paid/Yard care paid
*Gas stove furnished
*Garbage disposal
*No smoking/drugs",san fernando,,https://losangeles.craigslist.org/sfv/apa/d/burbank-bed-1bath-apartment-for-rent/7840176636.html
Room and own bathroom for rent (Cypress off san fernando rd),850,1,1,,"660 n san fernando rd, Los Angeles, CA 90065",34.107300,-118.226600,"QR Code Link to This Post
1 bedroom 1 bathroom
Space for a hot plate and sink in kitchen area. Space is only for 1 person! No couples.",san fernando,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-room-and-own-bathroom-for/7844299604.html
